p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
2,96,14,14.96.a.a,-11,-1,-21,-2,19,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-14,0,14,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-18,0,18,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-7,2,9,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-14,3,17,3:[1:0];5:[1:0],1,2
2,96,14,14.96.a.a,-11,-1,-5,4,9,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-20,2,22,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-14,6,20,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-7,6,13,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.a,-11,-1,-18,4,22,3:[1:0];5:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-14,1,15,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-30,1,31,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-24,1,25,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-20,1,21,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-7,1,8,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-4,0,4,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-10,0,10,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-34,0,34,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-17,2,19,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-27,2,29,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.a,-31,1,-22,0,22,3:[1:4];5:[1:0];11:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-18,1,19,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-7,2,9,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-14,2,16,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-4,2,6,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-6,0,6,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-19,-1,18,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-10,2,12,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-16,0,16,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-14,-2,12,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-4,-2,2,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-9,2,11,3:[1:0];5:[1:0],1,1
2,88,14,14.88.a.d,-15,1,-17,0,17,3:[1:0];5:[1:0],1,1
7,88,14,14.88.a.d,-3,1,0,1,1,3:[1:2];5:[1:5];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-8,-1,7,3:[1:2];5:[1:5];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-20,3,23,3:[1:2];5:[1:5];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-24,3,27,3:[1:2];5:[1:5];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-13,0,13,3:[1:2];5:[1:5];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-31,0,31,3:[1:2];5:[1:5];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-28,1,29,3:[1:5];5:[1:2];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-16,1,17,3:[1:5];5:[1:2];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-22,-1,21,3:[1:5];5:[1:2];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-11,0,11,3:[1:5];5:[1:2];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-33,0,33,3:[1:5];5:[1:2];11:[1:1],1,1
7,88,14,14.88.a.d,-3,1,-3,1,4,3:[1:5];5:[1:2];11:[1:1],1,1
2,98,14,14.98.a.a,17,1,-14,13,27,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-18,11,29,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-7,13,20,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-21,9,30,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-14,8,22,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-18,7,25,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-7,9,16,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-20,6,26,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-5,8,13,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.a,17,1,-14,7,21,3:[1:0];5:[1:0],1,2
7,98,14,14.98.a.a,29,1,-24,2,26,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-20,2,22,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-7,2,9,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-14,2,16,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-30,2,32,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-4,0,4,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-22,0,22,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-10,0,10,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-34,0,34,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-27,1,28,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.a,29,1,-17,1,18,3:[1:4];5:[1:6];11:[1:2],1,1
2,92,14,14.92.a.a,-11,-1,-14,-1,13,3:[1:0];5:[1:0],1,2
2,92,14,14.92.a.a,-11,-1,-20,-1,19,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-5,0,5,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-7,6,13,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-18,4,22,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-14,6,20,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-6,5,11,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-19,4,23,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-10,7,17,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.a,-11,-1,-16,5,21,3:[1:0];5:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-17,2,19,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-27,2,29,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-5,2,7,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-22,0,22,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-11,0,11,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-33,0,33,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-7,1,8,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-13,1,14,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-31,1,32,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-25,1,26,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.a,-31,1,-19,1,20,3:[1:5];5:[1:0];11:[1:0],1,1
2,98,14,14.98.a.c,1,1,-5,1,6,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.c,1,1,-20,-1,19,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.c,1,1,-14,0,14,3:[1:0];5:[1:0],1,2
2,98,14,14.98.a.c,1,1,-21,0,21,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.c,1,1,-14,2,16,3:[1:0];5:[1:0],1,2
2,98,14,14.98.a.c,1,1,-4,2,6,3:[1:0];5:[1:0],1,1
2,98,14,14.98.a.c,1,1,-18,2,20,3:[1:0];5:[1:0],2,1
2,98,14,14.98.a.c,1,1,-7,4,11,3:[1:0];5:[1:0],2,1
7,98,14,14.98.a.c,5,-1,-24,0,24,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-20,0,20,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-7,0,7,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-14,0,14,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-30,0,30,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-2,1,3,3:[1:3];5:[1:1];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-4,0,4,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-22,0,22,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-10,0,10,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-34,0,34,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-27,1,28,3:[1:4];5:[1:6];11:[1:2],1,1
7,98,14,14.98.a.c,5,-1,-17,1,18,3:[1:4];5:[1:6];11:[1:2],1,1
2,92,14,14.92.a.d,-15,1,-14,1,15,3:[1:0];5:[1:0],1,2
2,92,14,14.92.a.d,-15,1,-20,1,21,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-5,2,7,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-7,0,7,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-18,-2,16,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-4,-2,2,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-14,-2,12,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-6,1,7,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-19,0,19,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-10,3,13,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.d,-15,1,-16,1,17,3:[1:0];5:[1:0],1,1
7,92,14,14.92.a.d,-3,1,-17,1,18,3:[1:3];5:[1:1];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-27,1,28,3:[1:3];5:[1:1];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-33,-1,32,3:[1:3];5:[1:1];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-11,-1,10,3:[1:3];5:[1:1];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-22,-1,21,3:[1:3];5:[1:1];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-2,1,3,3:[1:3];5:[1:1];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-13,0,13,3:[1:4];5:[1:6];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-31,0,31,3:[1:4];5:[1:6];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-7,0,7,3:[1:4];5:[1:6];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-23,-1,22,3:[1:4];5:[1:6];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,-21,-1,20,3:[1:4];5:[1:6];11:[1:2],1,1
7,92,14,14.92.a.d,-3,1,1,2,1,3:[1:4];5:[1:6];11:[1:2],1,1
2,96,14,14.96.a.c,-31,1,-5,11,16,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.c,-31,1,-20,9,29,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.c,-31,1,-14,10,24,3:[1:0];5:[1:0],1,2
2,96,14,14.96.a.c,-31,1,-4,1,5,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.c,-31,1,-14,1,15,3:[1:0];5:[1:0],1,2
2,96,14,14.96.a.c,-31,1,-21,-1,20,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.c,-31,1,-7,3,10,3:[1:0];5:[1:0],2,1
2,96,14,14.96.a.c,-31,1,-18,1,19,3:[1:0];5:[1:0],2,1
7,96,14,14.96.a.c,-11,-1,-31,-1,30,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-13,-1,12,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-36,-1,35,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-8,-1,7,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-24,0,24,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-20,0,20,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-33,-1,32,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-11,-1,10,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-4,-1,3,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-22,-1,21,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-28,0,28,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.c,-11,-1,-16,0,16,3:[1:6];5:[1:4];11:[1:4],1,1
2,94,14,14.94.a.a,29,-1,-14,6,20,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-7,6,13,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-18,4,22,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-20,2,22,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-5,3,8,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-14,2,16,3:[1:0];5:[1:0],1,2
2,94,14,14.94.a.a,29,-1,-10,10,20,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-16,8,24,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-19,7,26,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.a,29,-1,-6,8,14,3:[1:0];5:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-7,3,10,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-20,3,23,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-24,3,27,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-13,3,16,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-31,3,34,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-4,-1,3,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-27,1,28,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-17,1,18,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-22,-1,21,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-11,-1,10,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.a,17,-1,-33,-1,32,3:[1:6];5:[1:0];11:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-18,-3,15,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-7,-1,6,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-4,-3,1,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-14,-3,11,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-19,5,24,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-6,6,12,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-16,6,22,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-10,8,18,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-14,-2,12,3:[1:0];5:[1:0],1,2
2,92,14,14.92.a.c,-3,-1,-20,-2,18,3:[1:0];5:[1:0],1,1
2,92,14,14.92.a.c,-3,-1,-5,-1,4,3:[1:0];5:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-17,2,19,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-27,2,29,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-5,2,7,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-22,0,22,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-11,0,11,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-33,0,33,3:[1:2];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-7,-1,6,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-13,-1,12,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-31,-1,30,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,0,0,0,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-25,-1,24,3:[1:5];5:[1:0];11:[1:0],1,1
7,92,14,14.92.a.c,-15,-1,-19,-1,18,3:[1:5];5:[1:0];11:[1:0],1,1
2,94,14,14.94.a.d,1,1,-14,-4,10,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-4,-4,0,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-7,-2,5,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-18,-4,14,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-20,-2,18,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-5,-1,4,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-14,-2,12,3:[1:0];5:[1:0],1,2
2,94,14,14.94.a.d,1,1,-10,4,14,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-16,2,18,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-19,1,20,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.d,1,1,-6,2,8,3:[1:0];5:[1:0],1,1
7,94,14,14.94.a.d,5,-1,-34,0,34,3:[1:2];5:[1:5];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-10,0,10,3:[1:2];5:[1:5];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-22,0,22,3:[1:2];5:[1:5];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-17,2,19,3:[1:2];5:[1:5];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-27,2,29,3:[1:2];5:[1:5];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-5,0,5,3:[1:2];5:[1:5];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-14,1,15,3:[1:5];5:[1:2];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-30,1,31,3:[1:5];5:[1:2];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-25,1,26,3:[1:5];5:[1:2];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-19,1,20,3:[1:5];5:[1:2];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,-7,0,7,3:[1:5];5:[1:2];11:[1:1],1,1
7,94,14,14.94.a.d,5,-1,0,1,1,3:[1:5];5:[1:2];11:[1:1],1,1
2,96,14,14.96.a.b,-3,-1,-5,-1,4,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.b,-3,-1,-20,-3,17,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.b,-3,-1,-14,-2,12,3:[1:0];5:[1:0],1,2
2,96,14,14.96.a.b,-3,-1,-14,1,15,3:[1:0];5:[1:0],1,2
2,96,14,14.96.a.b,-3,-1,-21,-3,18,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.b,-3,-1,-4,-1,3,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.b,-3,-1,-7,3,10,3:[1:0];5:[1:0],2,1
2,96,14,14.96.a.b,-3,-1,-18,1,19,3:[1:0];5:[1:0],2,1
7,96,14,14.96.a.b,-15,-1,-14,-1,13,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-30,-1,29,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-24,-1,23,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-20,-1,19,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,0,0,0,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-7,-1,6,3:[1:3];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-4,0,4,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-10,0,10,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-34,0,34,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-17,2,19,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-27,2,29,3:[1:4];5:[1:0];11:[1:0],1,1
7,96,14,14.96.a.b,-15,-1,-22,0,22,3:[1:4];5:[1:0];11:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-16,3,19,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-10,5,15,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-6,3,9,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-19,2,21,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-14,-2,12,3:[1:0];5:[1:0],1,2
2,94,14,14.94.a.c,5,-1,-20,-3,17,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-5,-1,4,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-7,-1,6,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-18,-3,15,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-4,-3,1,3:[1:0];5:[1:0],1,1
2,94,14,14.94.a.c,5,-1,-14,-3,11,3:[1:0];5:[1:0],1,1
7,94,14,14.94.a.c,1,1,-7,-1,6,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-20,-1,19,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-24,-1,23,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-13,-1,12,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-31,-1,30,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,0,0,0,3:[1:1];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-4,-1,3,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-27,1,28,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-17,1,18,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-22,-1,21,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-11,-1,10,3:[1:6];5:[1:0];11:[1:0],1,1
7,94,14,14.94.a.c,1,1,-33,-1,32,3:[1:6];5:[1:0];11:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-21,0,21,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-4,2,6,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-14,4,18,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-18,8,26,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-7,10,17,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-14,-1,13,3:[1:0];5:[1:0],1,2
2,96,14,14.96.a.d,-15,1,-5,0,5,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-20,-2,18,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-14,-2,12,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-4,-2,2,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-7,0,7,3:[1:0];5:[1:0],1,1
2,96,14,14.96.a.d,-15,1,-18,-2,16,3:[1:0];5:[1:0],1,1
7,96,14,14.96.a.d,-3,1,-31,-1,30,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-13,-1,12,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-36,-1,35,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-8,-1,7,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,0,1,1,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-24,2,26,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-20,4,24,3:[1:1];5:[1:3];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-33,-1,32,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-11,-1,10,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-4,-1,3,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-22,-1,21,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-28,0,28,3:[1:6];5:[1:4];11:[1:4],1,1
7,96,14,14.96.a.d,-3,1,-16,0,16,3:[1:6];5:[1:4];11:[1:4],1,1
2,100,14,14.100.a.a,-11,-1,-19,0,19,3:[1:0];5:[1:0],1,1
2,100,14,14.100.a.a,-11,-1,-6,2,8,3:[1:0];5:[1:0],1,1
2,100,14,14.100.a.a,-11,-1,-11,-1,10,3:[1:0];5:[1:0],1,1
2,100,14,14.100.a.a,-11,-1,-16,0,16,3:[1:0];5:[1:0],1,1
2,100,14,14.100.a.a,-11,-1,-7,8,15,3:[1:0];5:[1:0],1,1
