p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
5,66,45,45.66.a.c,-4,1,-18,0,18,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,66,45,45.66.a.c,-4,1,-4,1,5,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,64,45,45.64.a.g,-8,-1,-41,1,42,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,1
5,64,45,45.64.a.g,-8,-1,-11,2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,4
5,64,45,45.64.a.g,-8,-1,-2,0,2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,2
5,64,45,45.64.a.g,-8,-1,-21,1,22,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,2
5,64,45,45.64.a.g,-8,-1,-13/2,0,13/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,64,45,45.64.a.g,-8,-1,-33/2,0,33/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,64,45,45.64.a.g,-8,-1,-7/2,3/2,5,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,64,45,45.64.a.g,-8,-1,-17/2,1,19/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,64,45,45.64.a.g,-8,-1,-37/2,1,39/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,64,45,45.64.a.g,-8,-1,-29/2,0,29/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,66,45,45.66.a.d,-4,1,-21,1,22,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,2
5,66,45,45.66.a.d,-4,1,-2,0,2,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.d,-4,1,-15,-1,14,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.d,-4,1,-8,-1,7,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.d,-4,1,-11,2,13,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.d,-4,1,-4,2,6,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.d,-4,1,-18,1,19,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.d,-4,1,-21,3,24,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.d,-4,1,-14,1,15,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.d,-4,1,-9,2,11,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,68,45,45.68.a.a,8,-1,-10,1,11,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.a,8,-1,-13,1,14,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.a,8,-1,-18,1,19,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.a,8,-1,-4,2,6,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.a,8,-1,-21,3,24,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.a,8,-1,-11,3,14,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.a,8,-1,-3,1,4,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.a,8,-1,-19,1,20,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.a,8,-1,-6,0,6,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.a,8,-1,-16,0,16,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.c,1,1,-10,-1,9,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.c,1,1,-13,-1,12,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.c,1,1,-18,-1,17,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.c,1,1,-4,0,4,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.c,1,1,-21,-1,20,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.c,1,1,-2,-2,0,2:[1:3];7:[1:0];11:[1:1];13:[1:1];17:[1:4];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.c,1,1,-11,3,14,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.c,1,1,-3,1,4,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.c,1,1,-19,1,20,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.c,1,1,-6,0,6,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.c,1,1,-16,0,16,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,66,45,45.66.a.e,-8,-1,-11,2,13,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.e,-8,-1,-19,1,20,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.e,-8,-1,-3,1,4,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.e,-8,-1,-8,-1,7,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.e,-8,-1,-15,-1,14,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.e,-8,-1,-2,-1,1,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,66,45,45.66.a.e,-8,-1,-21,0,21,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,66,45,45.66.a.e,-8,-1,-4,3,7,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,66,45,45.66.a.e,-8,-1,-18,2,20,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,66,45,45.66.a.e,-8,-1,-9,1,10,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,66,45,45.66.a.e,-8,-1,-14,0,14,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,68,45,45.68.a.b,1,1,-21,2,23,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.b,1,1,-5,0,5,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.b,1,1,-17,-1,16,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.b,1,1,-14,-1,13,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.b,1,1,-9,-1,8,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.b,1,1,-15,-1,14,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.b,1,1,-8,-1,7,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.b,1,1,-20,0,20,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.b,1,1,-1,1,2,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.b,1,1,-22,0,22,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.b,1,1,-11,2,13,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,66,45,45.66.a.f,-8,-1,-21,1,22,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,2
5,66,45,45.66.a.f,-8,-1,-2,0,2,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.f,-8,-1,-15,-1,14,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.f,-8,-1,-8,-1,7,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.f,-8,-1,-11,2,13,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,66,45,45.66.a.f,-8,-1,-4,0,4,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.f,-8,-1,-18,-1,17,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.f,-8,-1,-21,-1,20,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.f,-8,-1,-2,-2,0,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.f,-8,-1,-14,-1,13,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.f,-8,-1,-9,0,9,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,66,45,45.66.a.h,1,1,-6,-1,5,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],1,2
5,66,45,45.66.a.h,1,1,-33/2,-1,31/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-21,1,22,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-11,2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-2,-1,1,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-11,2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-21,0,21,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-17/2,-1,15/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-29/2,-1,27/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-37/2,-1/2,18,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.h,1,1,-7/2,1/2,4,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,68,45,45.68.a.d,8,-1,-4,3,7,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.d,8,-1,-18,2,20,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.d,8,-1,-21,4,25,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.d,8,-1,-13,2,15,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.d,8,-1,-10,3,13,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.d,8,-1,-15,0,15,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.d,8,-1,-8,0,8,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.d,8,-1,-2,1,3,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.d,8,-1,-22,1,23,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.d,8,-1,-20,1,21,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.d,8,-1,-11,3,14,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,70,45,45.70.a.a,-4,1,-10,1,11,2:[1:1];7:[1:0];11:[1:1];13:[1:3];17:[1:3];19:[1:1];23:[1:0],1,1
5,70,45,45.70.a.a,-4,1,-13,1,14,2:[1:1];7:[1:0];11:[1:1];13:[1:3];17:[1:3];19:[1:1];23:[1:0],1,1
5,70,45,45.70.a.a,-4,1,-21,3,24,2:[1:1];7:[1:0];11:[1:1];13:[1:3];17:[1:3];19:[1:1];23:[1:0],1,1
5,70,45,45.70.a.a,-4,1,-17,1,18,2:[1:1];7:[1:0];11:[1:1];13:[1:3];17:[1:3];19:[1:1];23:[1:0],1,1
5,70,45,45.70.a.a,-4,1,-5,1,6,2:[1:1];7:[1:0];11:[1:1];13:[1:3];17:[1:3];19:[1:1];23:[1:0],1,1
5,70,45,45.70.a.a,-4,1,-20,0,20,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.a,-4,1,-2,0,2,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.a,-4,1,-22,0,22,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.a,-4,1,-12,0,12,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.a,-4,1,-15,-1,14,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.a,-4,1,-8,-1,7,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,66,45,45.66.a.g,8,-1,-6,-1,5,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],1,2
5,66,45,45.66.a.g,8,-1,-33/2,-1,31/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-2,-1,1,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-21,0,21,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-11,2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-11,2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-21,1,22,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-17/2,-1,15/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-29/2,-1,27/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-37/2,-1/2,18,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,66,45,45.66.a.g,8,-1,-7/2,1/2,4,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:1];23:[1:0],2,1
5,68,45,45.68.a.f,1,1,-4,1,5,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.f,1,1,-18,0,18,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.f,1,1,-21,0,21,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.f,1,1,-2,-1,1,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.f,1,1,-13,0,13,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.f,1,1,-10,1,11,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.f,1,1,-15,0,15,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.f,1,1,-8,0,8,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.f,1,1,0,3,3,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.f,1,1,-22,1,23,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.f,1,1,-20,1,21,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,68,45,45.68.a.f,1,1,-11,3,14,2:[1:4];7:[1:1];11:[1:2];13:[1:2];17:[1:4];19:[1:0];23:[1:3],1,1
5,70,45,45.70.a.b,-4,1,-21,1,22,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.b,-4,1,-10,0,10,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.b,-4,1,-13,0,13,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.b,-4,1,-5,0,5,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.b,-4,1,-17,0,17,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.b,-4,1,-11,1,12,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.b,-4,1,-16,-1,15,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.b,-4,1,-6,0,6,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.b,-4,1,-2,0,2,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.b,-4,1,-22,0,22,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,70,45,45.70.a.b,-4,1,-20,0,20,2:[1:3];7:[1:2];11:[1:2];13:[1:1];17:[1:3];19:[1:0];23:[1:4],1,1
5,68,45,45.68.a.e,8,-1,-2,-1,1,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.e,8,-1,-21,0,21,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.e,8,-1,-5,0,5,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.e,8,-1,-17,-1,16,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.e,8,-1,-14,-1,13,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.e,8,-1,-9,-1,8,2:[1:1];7:[1:4];11:[1:2];13:[1:3];17:[1:1];19:[1:0];23:[1:2],1,1
5,68,45,45.68.a.e,8,-1,-15,-1,14,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.e,8,-1,-8,-1,7,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.e,8,-1,-20,0,20,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.e,8,-1,-2,0,2,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.e,8,-1,-22,0,22,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.e,8,-1,-11,2,13,2:[1:2];7:[1:0];11:[1:1];13:[1:4];17:[1:1];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.h,-8,-1,-23/2,3/2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,68,45,45.68.a.h,-8,-1,-21,1,22,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,4
5,68,45,45.68.a.h,-8,-1,-2,0,2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,2
5,68,45,45.68.a.h,-8,-1,-11,2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.h,-8,-1,-11,2,13,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],1,1
5,68,45,45.68.a.h,-8,-1,-11/2,0,11/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,68,45,45.68.a.h,-8,-1,-33/2,-1/2,16,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,68,45,45.68.a.h,-8,-1,-29/2,-1/2,14,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,68,45,45.68.a.h,-8,-1,-7/2,1,9/2,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,68,45,45.68.a.h,-8,-1,-17/2,-1/2,8,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,68,45,45.68.a.h,-8,-1,-37/2,1/2,19,2:[1:0];7:[1:0];11:[1:0];13:[1:0];17:[1:0];19:[1:4];23:[1:0],2,1
5,70,45,45.70.a.c,-8,-1,-21,5,26,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.c,-8,-1,-13,2,15,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.c,-8,-1,-10,2,12,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.c,-8,-1,-4,3,7,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.c,-8,-1,-18,3,21,2:[1:2];7:[1:3];11:[1:2];13:[1:4];17:[1:2];19:[1:0];23:[1:1],1,1
5,70,45,45.70.a.c,-8,-1,-22,1,23,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,70,45,45.70.a.c,-8,-1,-2,1,3,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
5,70,45,45.70.a.c,-8,-1,-20,1,21,2:[1:4];7:[1:0];11:[1:1];13:[1:2];17:[1:2];19:[1:1];23:[1:0],1,1
